N,P,K,temperature,humidity,ph,rainfall,label
7.675501988723812,56.13086263330975,11.610915638181229,15.641300106542014,44.482957064260574,7.160352739593067,76.3235608309177,lentil
4.1357974652016605,27.260324793905696,161.49591854308164,12.382701084610162,57.60481259771571,6.440537301102948,190.59439679262647,apple
6.81732807519984,54.09851137596959,35.48343000045858,25.517179344685832,53.45900800492737,5.949193179084712,143.22678388381672,mothbeans
15.875575723561584,39.74177078549178,179.0368569898676,9.315193944053984,55.12280850351157,5.726837102325495,157.5501018469059,apple
29.774728172159627,34.777802952726134,190.15378211688724,10.36332241886189,73.5742545273305,5.9624568170651475,194.0965787842794,apple
21.539039066508238,45.83556985933149,31.060756879792024,36.0282719626334,47.80391934499805,4.99563463499388,137.56533876745857,mothbeans
77.09237411771537,42.29159859705146,44.0907769349799,24.469935320103055,64.3392309746801,6.720667566621836,85.80753371115968,maize
117.15777333720577,46.22715011514242,40.89289421108322,34.12789925036378,69.29234769263624,6.000225504153254,161.7937142551153,sugarcane
60.02613563045198,74.8267613650207,53.77784439627404,33.155276156178815,85.00531527877685,6.152048567424492,218.7485391881363,jute
114.38011902499592,38.391402008958906,59.28900921349306,32.32517801906217,89.25733605851876,7.431540887768574,52.916142747150055,watermelon
135.0988018661793,52.16169452179699,20.412366620340357,28.228891384807405,70.36016207482912,5.541612656073945,137.13396554198295,sugarcane
53.03560573574571,73.78275154624586,80.14037661333796,39.78987358255989,93.4441139829556,6.793229437439683,188.91305357048583,papaya
17.997746970754385,47.71635644099071,51.99481134410399,39.93132269388184,48.62533598151277,6.576440203736951,71.9994128715763,mango
92.97401788997398,55.879686488298965,34.68950912126583,34.593362316168694,77.20949010283108,6.671270825229133,190.59659129726487,jute
82.32108514756699,53.29238882225991,40.22410620759054,34.09984523284634,92.87619127764518,5.928994027375018,262.6306601687246,rice
22.67224420041864,24.176959679495447,169.0573441017368,9.884454795467928,71.82737966404832,5.951638995518838,185.67299465058974,apple
27.554659377022244,75.80131006420677,33.98757731466442,37.496969022286734,45.80821844284493,4.410436094041457,128.2984649576029,mothbeans
27.78770911914097,70.62713862011348,57.431993261171655,28.242545009593176,43.82773717862131,6.0817622865663745,38.89372751666028,pigeonpeas
22.72455556636898,67.24322809231764,45.27928371933225,24.236846984701867,66.5229717911646,5.875752137043909,82.26718147312391,kidneybeans
25.35399274941296,46.58465818060766,160.43259565792155,15.96654806968586,52.360957301225284,6.103755143837613,116.39317209532027,apple
104.9325773503623,42.253331111969594,40.95536765276571,31.75036359291704,69.9807053907801,6.657447912049749,35.76159859280031,muskmelon
4.6984829118553595,37.5825764420786,46.35374646900273,22.947507846723937,52.08260856242326,5.613940430447375,88.6785004012514,pomegranate
136.83978084386302,50.83786281759856,41.8694318496745,36.201981749235486,71.85178973355478,6.6141418077334055,129.2860904434738,sugarcane
49.699708698685356,91.85038979015586,20.599731095489116,36.36949419733661,64.26693149120253,5.988085635341859,65.07369930311684,blackgram
23.706836649472837,50.54499524959033,26.65027259424554,28.164902155632955,61.04369983932726,7.139224136171207,68.66989848771728,mungbean
37.76727365602528,61.021896044864164,36.25309892186901,15.470994447191117,61.12770275327195,5.758960961170437,75.13310359610232,kidneybeans
73.86802893401604,66.32245201166597,71.5149256225765,26.773370919957753,19.113815639831664,7.87360673484962,154.47150014421783,chickpea
24.774052237451958,9.285356512006246,0.03772170109961337,34.11440928491903,94.7781098886664,6.619826240612181,192.04132363132305,coconut
64.9501353747693,50.281565637402686,59.315838825926676,26.49589305780052,79.08311188922525,6.252026490450619,104.33971785785609,papaya
104.86518312172853,65.12919789215097,50.607235005212914,35.36392876380804,79.90637259002457,5.988060156269663,194.11403351458404,banana
3.1068965309135432,67.20026879332664,31.214125538070594,15.934819157455665,51.722510431272795,7.481618729465488,72.10297706168451,lentil
81.96593561380708,17.642485573854326,71.62054430134592,31.263341328765755,69.04986724893446,6.268038147929916,91.26397079954081,watermelon
7.2116052246256235,38.965439153305326,62.48958154434989,34.29909195203669,58.207668406796216,6.347219171629273,100.26513378050872,pomegranate
86.43937726749499,32.5265755381582,77.75096481379265,24.061284648005163,67.14374529761996,7.376895280820815,50.26515801142972,watermelon
9.778088410266484,63.3139616636577,28.432300279514976,26.43842115078969,46.95905356473357,6.242277147697803,30.426127168291302,lentil
24.023327879485443,26.650213213988025,41.39212214464946,34.2579134067545,69.09456593901353,6.955262275399377,95.35622542563746,mango
13.85064203151722,23.092423870309258,24.18628589606967,24.654558852208535,64.28967872680545,6.865580012570316,134.2265592789746,orange
117.00912741750776,31.12713271196722,23.836004036672527,34.95210775670619,65.00029086888415,5.833131656964584,178.37652716283827,sugarcane
50.80904522182944,98.75509505501002,29.434170902286947,28.054079509378862,62.00662106424137,5.7224238068438735,120.20356684821422,blackgram
93.01673122730432,43.78955659117376,79.03483451134147,29.293885530747747,72.71424555520723,6.974795882553862,21.481837861166678,muskmelon
30.845441926832887,26.450612250603662,16.373796835295703,36.3266033791075,82.43850602995218,6.9910328971806495,123.77051569524744,coconut
32.5547916527876,52.484483668466986,28.385660846959563,33.947700714784105,70.25472940570451,6.675650984451637,114.50974456426533,mungbean
66.90268780378491,87.62026528044544,73.21440392638841,20.08116741365508,37.647050262450755,5.822851970677586,93.02612133776037,chickpea
24.34750111531203,48.011362006819425,69.95000137565268,26.924642767994264,48.96409192249824,6.787534082738645,109.9027998926218,pomegranate
108.35552400705727,61.601217452282455,29.140374172941222,18.971031396615025,67.08940536295485,5.847049029973017,84.74755444512309,maize
69.00291988163906,42.9870370756024,42.12071232163399,23.712217552425198,66.27664855437308,6.288952557140071,72.97233842029934,maize
32.182412444265935,60.25958085547989,59.58891561865225,20.459083251060644,75.44283991403364,6.302450058498106,67.8263672720008,kidneybeans
87.08322145978053,46.544952847666764,71.79238194999718,20.40523338672233,46.62308838366281,6.123571568423764,118.0499302074713,wheat
6.818500463265682,35.38063254825066,40.40876851132758,31.477106426616658,63.45339477786179,6.4683460643268145,87.64086701595777,mango
19.791774197674936,33.965289919540425,34.98807937306849,24.728966048104297,82.04350477318589,6.2608018520719995,160.2451496124559,coconut
86.83215243029014,54.02377333442469,35.470382830894934,29.032703678573007,69.90890448717491,7.484316029646625,92.57124788725478,maize
34.332917555154324,53.79456341642034,40.790266836692034,35.30851515191024,49.3850259257266,5.621811086470365,82.09391593617653,mango
45.638124206756075,96.06987940000982,24.59425098648093,27.247992469154397,73.6551384946704,6.140804540922752,109.1528797355373,blackgram
13.351063882791912,43.172536111538435,56.67001832443998,33.53957476618303,58.95167254979752,6.537495694229419,43.06993038672856,mango
97.37216456669961,76.65682178128264,49.062430705857295,33.187668507651196,78.06421266367646,6.752397882303788,229.6941027526398,jute
25.300945748185665,130.24267761977808,200.26011877514725,11.86396531568846,55.1175512485328,6.499460681059674,130.2273697147478,grapes
16.00621091461596,16.019819922903423,175.17850372017776,19.239422155952816,63.246020311366905,5.990613575898199,184.8767585281314,apple
139.84630693995115,54.76246992371844,45.34614043265687,28.23711356941817,79.41755997144391,5.134511827934736,114.23769052325045,sugarcane
91.95536595309515,42.07294147289708,53.46417112775683,12.016220154084614,41.90124911418303,7.484940348584917,82.2353844974723,wheat
107.71117168612221,38.124967537862226,43.16914262116909,23.019932957449456,80.38026115123186,6.4626484146779255,275.3970180768309,rice
31.426664077778245,23.47033573634518,12.300218736561956,27.37051824679302,67.66189155519322,7.4174771783337645,114.16113506178993,orange
91.3313761397031,32.00938508518982,44.3559837203114,15.18020776686718,71.23447050591557,6.334438265520343,219.7983670534955,coffee
96.91316629386066,42.25014483146447,38.716875088749156,24.32449756693982,67.78250151671115,5.761420753480399,94.33021076202334,maize
22.590532198007047,93.71889608194252,49.87614621422093,18.022905043773637,60.2392772146968,6.9499224883963215,95.64956147277908,kidneybeans
88.09092726968122,68.55735131204189,40.23215075371765,26.81532344893876,86.23376460717779,6.294162708837609,120.246754209575,banana
21.47745513455278,73.76399056118946,59.618866893890264,26.736760421313214,62.82405015268306,6.13181356657485,85.53413795026832,pigeonpeas
33.801585955865704,35.80213351427184,31.537903775279943,31.028144068551093,60.212686893522694,6.400700771561586,84.93778905162392,mango
50.83636892987485,92.7704081052144,51.5942397604296,26.141499834711613,76.8478717657476,5.799809461974165,123.18596138828484,papaya
40.73422897516567,65.5888823402511,81.8911089629705,25.140174302293662,70.82442359206483,6.777831973705575,168.40248616920718,papaya
31.723791044015623,93.29051543880595,42.95296276755761,28.388063258354233,59.09923106076184,5.744893572395898,42.78179917609695,pigeonpeas
10.89868736132384,26.635706003703184,29.609415955661422,22.346175368539033,50.38801419692169,6.210067218201344,132.2080575316266,orange
39.394862644544084,35.11330414303258,35.80424902920368,32.54791259281395,85.17180392981805,6.787297298180961,158.30338563023847,coconut
38.400801050918076,129.26147819921476,200.4520948889583,40.22712328662446,62.756717909207374,5.837212490406285,90.2260413683542,grapes
75.05683774417972,60.082760563344614,53.91210492900114,36.82178409917829,90.8871538910824,5.743978327284851,185.43459827827155,papaya
23.127932312613808,72.80476661181919,15.022688432387536,28.451962872978907,68.9086735057206,6.912248891844014,87.58839547956738,mungbean
22.16563465610608,58.438455126143865,33.71978578136833,34.06281758129518,79.91040456528758,6.2136776511046445,85.51332153157907,mungbean
8.805169767901067,15.638737686835169,18.871994026363744,14.277561960335046,84.9301742676669,7.057366699097004,108.5200477559662,orange
25.164536265199658,110.9560169830042,202.28882306352068,33.8236850563761,61.179645525654195,6.209296127140768,52.11498233494163,grapes
2.0874023118704432,10.409354256350301,30.88638142178086,18.200393700330473,43.310651696736265,5.859233071855195,55.48550599276094,pomegranate
27.27332128131435,39.740062415828326,9.293421836960727,31.98312919618221,86.90482085086097,5.078903905845383,102.894128300573,coconut
13.297067686974607,32.62132722652542,33.198708568097935,30.501974809694026,42.98484006618894,7.033191889424103,97.97645786489116,mango
33.6355590684594,32.00576092287241,21.898263980030343,16.660063730350565,48.54401122748652,7.823508664002954,82.56498754617056,lentil
37.289538072356564,71.41791148799462,44.60204662114259,29.686682546172037,67.86507801718423,6.587064231196567,86.71917709342512,kidneybeans
8.34110161196751,60.60253725462256,38.437512368034916,22.903069721210247,66.44400294638668,7.277398189766345,57.13619303911594,lentil
31.575129527199984,127.8228259456174,203.90731044377355,31.911425742903354,80.0337475856829,5.556213905459878,124.75206367465049,grapes
129.4614091333917,56.489814744893195,26.078979024060295,32.63861632442222,82.52848986043685,6.3602237708939455,161.22275363000472,sugarcane
0.8465525592815304,23.46822675590134,35.779027863784215,23.59133308987294,67.16468432473977,5.555339933366152,55.38604983733466,pomegranate
18.723362407505867,69.45423182022964,22.759244509034602,20.873297810783143,41.63618982025452,7.68442016042052,75.37176342856804,lentil
37.34461511340376,44.694185564614315,161.68045160181185,18.680925709091788,68.25714779521923,6.47090471144987,137.3605659534059,apple
94.32558866116578,49.685160001529674,40.52942746776034,27.33674867161102,58.56391387582789,6.191069737416285,183.20977049235313,coffee
107.1626641798255,47.95221209949524,49.908482522350084,24.362046992102222,62.18053023012877,6.439876201147172,107.38313718111424,coffee
93.18168534095528,75.26484176706415,64.72150098707829,33.49506359576866,80.88044302205387,6.404929516981815,156.00039892289183,banana
28.626506082892455,41.52639152542825,185.20521803858185,14.153496865835178,63.49738343256516,6.358373379761062,195.6835667543063,apple
16.275162504986834,10.438546125261734,36.79170558203789,33.66064506601005,58.362379546115775,6.681797079378316,57.77188076727477,pomegranate
32.31595842664513,72.81870491074011,19.300490674655467,30.10575238600323,67.13112447376713,7.032855808617922,54.434686195360115,mungbean
61.21854745235841,48.177934898570925,40.21234668342779,31.637549846974277,82.30258281082399,6.9106057172144215,226.47810143256865,jute
34.64438412624445,110.48585339785757,204.06571002240864,28.00666217541738,61.32289298289719,5.736720475853833,112.8030464569537,grapes
30.88499428991277,61.287856883493475,44.756894249388864,15.830860950314088,68.49068970797074,6.527544923903783,71.8660576570511,kidneybeans
111.2516258962277,10.776049824728616,53.08027073984408,34.04733976548653,68.25570635320427,7.319173390107554,78.0333677099465,watermelon
91.18643691336106,53.48012705725145,73.15533463530437,16.46331285492709,47.461428177628896,6.925717479906045,120.67772168854458,wheat
25.791294064849026,73.28911056265136,36.45290787293078,30.851205442154317,69.99415432401405,6.232481072761329,44.59461324679824,pigeonpeas
1.5436624775253538,45.155245836514084,165.74666137294662,3.0954937902519664,64.0538371126126,6.098306075696019,103.09706034225101,apple
20.151828323478284,82.90682332764484,48.68747558901086,26.176202567433272,77.14930645345044,5.5066024135056795,60.019809555568585,kidneybeans
110.80990768523134,58.99252157599222,28.942720656251097,29.55643262448812,67.41402802981088,6.10623274296053,122.16612488830842,cotton
28.24232458552123,29.61817634079139,162.88478240945898,21.2382419242792,67.31061205071674,5.721147610110694,126.91197526380104,apple
38.284283840002054,27.87182055857365,23.841206437992042,29.366178810800648,85.46614798993105,5.706009501943672,227.27454114191812,coconut
20.3910737881405,47.01819880787764,36.12419310344866,40.10333898744963,57.0257767859503,4.800100846090505,125.8673884686781,mothbeans
105.73710808659695,61.912545954345376,33.06749944438799,27.81401059410026,58.60627166111826,6.588978195921699,50.28793302490608,maize
35.77728292040521,67.80448368773735,17.54759149951872,26.381975677068368,78.13484745145108,6.99647550756321,66.41144395957903,blackgram
39.59910894716557,144.35203302787602,203.43339305862065,16.282902927394606,78.95667514391798,5.607029134211038,128.06993041716288,grapes
119.8193444293288,40.902743328095085,44.51432578851049,34.14201645049933,84.6172931800155,6.42786651346015,34.352665282053124,muskmelon
12.426092374963181,62.841115325710504,29.614139781529918,26.234116124353037,66.37703617873164,7.192814462255539,117.84266670087369,mungbean
47.9531412114592,75.42029883223135,57.86892574344338,35.064620642286776,88.84844211103561,5.665591351374901,146.7802412037339,papaya
6.158965189753163,31.748697031408494,31.408114716513,25.79708326726226,84.3299945401319,6.875975730918994,265.1342891958956,coconut
26.534504438259713,26.329500773851947,164.02316121023262,17.546471592085492,57.26550336781303,5.671709988973689,152.98338889620703,apple
65.26944707293643,90.5859844636143,124.49600063967901,26.55167478345428,27.445544501151723,7.8434164984920205,199.32549688749143,chickpea
117.74534682593979,87.73867623856108,77.61605489048742,30.872200891055442,84.00327916592954,6.476971054626261,164.21291468642602,banana
52.576401054951816,75.53747754210296,100.47783411481197,16.10341543466574,42.414301223924696,6.736922770515137,142.38213586967325,chickpea
34.90082067384728,60.98830164729063,20.44500703852662,37.18413136323275,42.20465817442465,5.868138900385773,66.81025498051801,mothbeans
114.17085308868863,33.16036453443999,26.67083914244511,31.749919420142668,80.19381707739132,5.490704628332422,108.65982388376759,sugarcane
96.8116104021702,83.08309770527062,74.91794921636009,35.817968014719256,80.5727936286536,5.708888892714843,177.51460777285945,banana
26.115139980902523,90.99399386136396,49.592865374623855,29.686581741466178,42.61982117675407,7.315203366967297,61.89217762511635,pigeonpeas
89.46532525880036,75.5899596118152,40.36662200735266,28.02098654190831,88.77072527918898,6.920102769783257,35.70028199825039,muskmelon
72.29287644904275,65.11320312608163,46.387455648545874,28.44694110055208,62.16388634144618,6.402478688361976,99.24948280704376,maize
16.036108903165044,40.444423539410316,49.3015362986669,40.567587677742345,48.810292400753085,6.123555367427393,95.08697673353291,pomegranate
21.817118008468523,25.336653420928283,50.74930205919955,36.925173053927054,44.900633492294695,5.708626174703764,48.73092896724155,mango
18.559416697615234,25.331370323286926,57.83237199226222,38.01553146878859,61.22861757221606,5.712427655176913,86.55263526818158,mango
80.39876938938075,13.390646177053327,72.305034782519,36.343573517753704,87.45416461214688,7.209030871821499,80.99053379438908,watermelon
111.26310560217475,59.69111425792139,49.88924297612708,23.06124851908767,53.359157650079965,6.772226030894535,85.92333693997656,wheat
11.36416596909732,13.521785758877078,24.866658271313135,16.301747171254288,68.16669880671056,6.578789170254163,198.20773786356307,orange
41.2512209472063,55.34628012236224,22.40698343573619,36.361974150970084,77.74582003554659,5.516448874084671,138.62957447513998,blackgram
118.20700641912529,19.606063840880566,52.94098454948151,26.94100623170904,77.3080837003452,5.80968278929491,61.37163660768277,watermelon
100.65133196790697,37.419356777289025,48.07811744745678,23.73925893482453,67.03194878048092,6.404837518132945,242.57992314316135,coffee
113.91325131162475,48.1928717897877,30.27591154849889,23.319130057258416,89.95252653662084,5.505061583846219,174.1212077126248,rice
109.40100744759293,38.30323766108704,34.645330259324425,16.731367633677806,61.533325447134594,6.209549736458543,189.8948930509583,coffee
7.476381393083091,61.681415420244726,25.649976736946808,30.49894469041844,47.030560831937606,3.689957740916963,148.59616844014175,mothbeans
102.20074096821165,71.48850284509446,77.60704253204227,34.19314645503561,89.58771723239614,5.537556069740189,128.51331751807086,banana
81.29977834991624,32.77695370984374,35.57179372724811,18.811350763106578,79.01069523467085,5.967424163820866,77.00059573022553,maize
121.95434660309424,38.628981871310344,29.203297985664236,29.588460544880636,80.53231122624025,5.668099931337538,209.90485758854206,sugarcane
91.58415965616679,69.26358087021327,43.26519928122358,10.905281259858457,47.41309702030439,6.239317020169782,137.17835665922019,wheat
114.34313846099492,49.69893221123628,27.211967386805206,27.490708294552736,87.95597716688593,5.203607365899074,175.89368616023975,sugarcane
37.64562190090766,60.7887892881725,50.31248127568464,20.425362169503792,72.14650400408959,6.102617808137468,64.2544753399105,kidneybeans
25.32427290870927,32.008524858302906,28.260662815879538,12.747753640010927,64.91749975343353,6.710898927160957,49.7087703909737,lentil
94.02097565920008,59.537968370053065,46.35546683904043,22.849683859812394,64.81099484689716,6.835186771127169,90.39229709706294,maize
108.80445303619013,40.51561602858486,31.175998212786524,25.893277810411494,74.23935498566934,5.92847703947845,208.4106628358207,sugarcane
92.8160514456086,24.92860529817228,43.49484292771092,16.59247220555786,70.87266647882907,6.061923013352908,110.58034563894348,coffee
61.256697661854766,33.28686669905709,49.035801045350915,21.545337329729044,78.076694435144,6.749327137708527,69.09698198264479,maize
105.51096567382366,44.60202506166948,21.24736879539781,21.47568926612455,72.23276030256726,6.126155963534844,146.16563579397237,coffee
31.042162699369992,88.67907604255508,43.30403747137998,22.579580652960992,53.36216285733504,5.887736915907975,64.69629408245618,pigeonpeas
30.74551347336076,130.47059185671537,203.41335576231378,29.37695651203976,62.983041056119255,5.539006420762818,95.55667819901089,grapes
4.442097775124374,58.910481313587866,18.025355720615998,24.761068583432564,69.86826134543278,6.153239627859297,63.112458755859016,lentil
104.1397868543514,69.93390045571799,47.99339994030673,25.7107823944223,67.63744159882216,6.772354729416465,89.2825809040116,maize
108.83411131852036,31.167898899770023,21.080564548742792,27.277883037375755,86.66925886265001,5.564957487954054,242.56887558629435,sugarcane
39.78504657624029,69.76547283227626,27.942096141483717,29.482452539406857,56.11624538184666,6.099551844583111,84.03245024276782,pigeonpeas
31.68868132621407,40.32516825987379,66.4245002949042,18.355923898360988,64.27309650469138,6.907693079687004,95.2510314375705,pomegranate
115.26835878554338,47.67622349041681,69.58252992445072,25.385916173675106,80.07462466604552,6.320607443745324,68.2420599694637,watermelon
44.25927053138825,74.59284356965736,88.42338978320669,28.32470971926339,76.73725125333408,5.8640724801978745,199.16730528316782,papaya
6.158974046627357,45.07278424591883,28.845478135310653,19.850273701827103,46.93527649412183,6.687644982517504,72.98218389140554,lentil
97.6534848050438,47.529429357693004,57.034740314729675,22.590802944438952,84.21444784388345,6.450411484076559,283.53956758363745,rice
31.511542513968404,78.53315606185092,46.40690566587828,26.919401865401724,72.53921886956529,6.913391760487841,83.8953845494207,kidneybeans
45.09998906687943,54.65151873704478,79.46336693783336,32.98176958688174,76.6594410357506,6.849179626830753,192.73664094615535,papaya
100.604427368579,58.95046108363415,27.526791370733076,33.788341744683116,82.66574674696774,6.220014834158971,146.93610913204725,sugarcane
116.07353265766685,65.09488144133444,72.94897144547949,28.557415649753505,89.86202033918907,5.972280964328801,155.38360825022207,banana
97.1779158831481,28.828237892637496,46.29486333399642,24.497090083911303,88.4070869838155,5.981425171327014,54.39693422341788,watermelon
54.512801218853255,84.52430383822359,131.4751417191942,29.33206485742746,47.09867188775773,5.69795919413172,195.69303961739524,chickpea
64.81402473969854,45.73534168710764,42.31190480968985,34.770922019811884,81.68058353252079,5.897855599045742,295.42056499130535,rice
77.92353441532639,67.62716980461363,27.778902765973214,23.15588175286722,81.18190751453805,7.183867133583617,59.305070892313864,maize
26.835152045971256,73.03072478573475,21.403504448652,24.77100538051375,66.04714352569385,6.189019556991012,114.45785720008243,kidneybeans
27.178259819960612,82.64819294028581,29.516966489799337,29.829848323710188,65.02609860146497,5.791243116121764,88.62400497403635,kidneybeans
26.573771658588576,18.562098249097367,47.31404427182684,22.744102484982456,56.45450757247373,5.674080189076854,41.61747969512362,pomegranate
26.003698045597258,23.07312952811241,29.124423472872554,10.075521783904032,59.91729799223229,7.391687219062973,193.2133915398283,orange
7.250010222062078,38.48031844792651,169.24793613187785,9.65507227383165,73.49870277316599,6.462784807980732,112.6655872847194,apple
108.58784356026489,34.15171029144472,51.95704600393333,30.573062329078844,66.53099396571697,7.432042918260417,47.83806289344159,watermelon
62.19639335301636,59.40205462943929,92.98327738332375,28.866328234421644,75.66074012719125,6.221071084726534,149.88510237442742,papaya
30.414695951781162,69.3539347634191,23.196604373864268,20.009975322534572,58.24958204200202,5.905371958700592,82.66176794714193,pigeonpeas
80.00964018740538,49.64977344152111,48.32927234432858,28.75724420124645,84.17717527600324,6.419510784819665,31.49127932300889,muskmelon
35.896762003126945,23.122921836948844,27.637096016413658,22.13201792775496,71.68133380388808,7.378557415543007,189.99095433546717,orange
102.96421690299468,41.26406785399501,44.114436355803406,30.635139025823246,89.92955884757376,6.118118569893205,148.17432289539303,sugarcane
129.17379176351986,59.00536499397856,26.72880449855135,33.61961349344449,83.54740817396788,6.69685075818105,163.39437955204136,sugarcane
75.28023732276307,63.634863177036905,21.15279046886975,28.82114390562508,68.84432393874202,6.774402953616561,82.96769611028913,maize
35.18882132240863,17.9891407648962,67.89137292359072,26.215374835860473,53.21055321679757,6.560680920916571,81.13683360312822,pomegranate
129.93537398704925,57.436459915456766,33.02062918126276,28.363251348020732,75.86008297516524,6.4468956357000025,101.35812423705565,sugarcane
112.41036522069147,61.46312760114481,51.12868748275289,25.924119779387038,64.87495246423325,7.342550788280155,61.16145343615346,muskmelon
10.343368862110953,28.968196512334803,36.32139505342886,25.77099382929135,93.623878320156,5.618963158389734,295.28264447681124,coconut
89.27124263558174,34.38944794710014,36.43878466921079,23.45252801471953,80.33071248218847,5.696165161568489,74.4120568510889,maize
75.49629895875853,99.0332755913083,109.04976943911367,23.485918670164384,31.36324278125778,6.944363882761623,121.54992487347852,chickpea
34.124455566281455,38.79001200667518,11.943165985756053,23.29889387232123,46.345858775902414,6.78687097887372,34.489467656616824,lentil
31.209076664715788,70.23496604713549,36.27272047603661,25.07618878653399,50.02465453356816,5.61450859255201,65.54011287390155,mothbeans
6.354107677758232,7.826651825013697,38.919095216812195,24.449815132355177,84.03905636457812,6.18117931547717,222.03571524732837,coconut
38.48233995765406,40.3583616168819,43.5847441585298,29.180414738927887,68.7661561957123,5.785628608945735,74.7897745628635,mango
111.3169445703029,27.706193930417324,59.41066969370486,36.44655050797659,71.47089993184883,6.3862546906458295,62.571428126177324,watermelon
116.7333545640912,52.52819395089955,23.041186926594776,28.612086089166258,71.90797771164634,5.864037855189012,247.05531114132776,sugarcane
51.9528093924567,72.9846896924591,82.79417318644474,28.43800408736802,55.94686144720964,5.842978552401556,197.4474291677152,chickpea
58.80996341315017,97.72238474264942,55.783761182405826,39.19396739504623,88.33403786830235,6.456248204401245,164.5277755323563,papaya
106.03311801957312,44.65094721171523,61.45641532320121,31.55722157567552,68.03620748452323,6.90600749660925,72.28001554041695,muskmelon
2.6018383094856246,68.99490133724973,30.435176513185144,17.514209279687346,61.051931222673545,7.512663572960318,84.59735416721455,lentil
101.94353660218754,32.082184542404924,35.588350274090224,27.95484201438205,58.38043284282137,6.3377280226682124,159.4001449578423,coffee
93.17285109930017,41.68801874325194,59.85180502002559,33.16691998223753,65.05321653395745,7.1406969094141,79.09574650648949,muskmelon
82.09331429202652,41.3139447194663,73.82043243362241,36.78531433235127,75.25437105924078,5.965803677298963,90.7197985413236,watermelon
